name,latitude,longitude,phone,postal
Home Depot ,49.23216275,-124.0472132,250-390-9093,V9T 2L9
Staples Canada/Business Depot ,49.19062818,-123.9679345,250-751-7770,V9S 5W3
Staples Canada/Business Depot ,49.23441,-124.05033,250-390-5900,V9T 6J6
ListenUP! Canada ,49.2364,-124.04613,250-390-4327,V9T 4T7
Midland Tools ,49.1769569,-123.9468043,250-754-6742,V9S 4J9
London Drugs ,49.1645,-123.93701,250-753-5566,V9R 5E2
Regional Recycling Nanaimo ,49.14563703,-123.9365019,250-616-8459,V9R 5Z9
Gabriola Island Recycle Organization ,49.17653667,-123.8319906,250-247-9257,V0R 1X3
Pharmasave ,48.99276889,-123.8166578,250-245-3113,V9G 1A3
Junction Bottle Depot ,48.99295,-123.81133,250-245-7376,V9G 1A3
Peerless Road Recycling ,48.9535824,-123.7827258,250-245-5757,V9G 1X5
Pharmasave ,48.92537941,-123.7264365,250-324-4488,V0R 1K1
Home Depot ,48.8031,-123.71565,250-737-2360,V9L 6C6
Island Return-it - Duncan ,48.80532933,-123.7171854,250-748-2066,V9L 5T3
Canadian Tire ,48.7994035,-123.7171885,250-748-0161,V9L 0C1
UltiMac Technologies Inc ,48.78475,-123.70863,250-746-8591,V9L 5C7
Staples Canada/Business Depot ,48.77679,-123.70328,250-715-1922,V9L 2P2
The Source ,48.77678539,-123.7038603,250-748-8322,V9L 2P2
London Drugs ,48.77397316,-123.69885,250-709-9910,V9L 3P8
All Battery Duncan ,48.77358,-123.69885,250-597-1959,V9L 5J2
Salt Spring Island Recycling ,48.854185,-123.5171925,250-537-1200,V8K 2M4
Pharmasave ,48.86067982,-123.5105761,250-538-0323,V8K 2V7
Pharmasave ,48.85251027,-123.4995166,250-537-5534,V8K 2S7
RONA ,48.69623952,-123.5919366,250-743-7573,V0R 1L0
Island Return It - SC ,48.69262215,-123.5947884,250-929-3475,V0R 1L2
Fisher Road Recycling ,48.69167128,-123.5958066,250-733-2108,V0R 1L2
Galiano Island Recycling Resort ,48.88944,-123.3430164,250-539-5769,V0N 1P0
Pharmasave ,48.607163,-123.5408023,250-743-9011,V0R 2P0
Capital Regional District ,48.53362,-123.45901,250-360-3030,V9E 1J9
Central Saanich Home hardware ,48.59563368,-123.4168887,250-652-2200,V8M 2B3
Home Depot ,48.46192087,-123.4981035,250-391-6000,V9B 3R3
Staples Canada/Business Depot ,48.45806774,-123.5051855,250-391-3070,V9B 6A2
Island Return-it - Sidney ,48.65373636,-123.412386,250-655-4878,V8L 5X3
Slegg Construction Materials ,48.65702,-123.4158184,250-656-1125,V8L 5X6
Home Hardware ,48.64895448,-123.4017734,250-656-2712,V8L 1X3
Sidney Electronics ,48.64895586,-123.4019176,250-656-5771,V8L 1X3
Saanich Commonwealth Place ,48.50082,-123.38664,250-475-7605,V8Z 5M1
ListenUP! Canada ,48.64892,-123.39455,778-351-2735,V8L 1Y3
All Battery ,48.4501225,-123.5059325,250-474-5022,V9B 5A4
Pharmasave ,48.49843,-123.38163,250-727-2284,V8X 4V1
Greater Victoria Public Libray ,48.44848862,-123.4982317,250-391-5702,V9B 0H9
Alpine Recycling ,48.44656379,-123.5174169,250-474-5145,V9B 2S4
Canadian Tire ,48.49804231,-123.3802085,250-727-6561,V8X 4V1
Fastenal ,48.48158713,-123.3952054,250-382-0636,V8Z 6N6
Princess Auto ,48.44335266,-123.5168295,250-391-5652,V9B 0A5
Bottle Depot ,48.48455923,-123.3887515,250-727-7480,V8Z 4B9
Canadian Tire ,48.44240752,-123.5049719,250-474-2291,V9B 4V5
RONA ,48.44235,-123.50473,250-478-6680,V9B 2P3
London Drugs ,48.44143,-123.47025,250-474-0900,V9B 1V8
Canadian Tire ,48.44991898,-123.4256551,250-381-3111,V9A 2P8
London Drugs ,48.45353714,-123.3939286,250-360-0721,V9A 7C5
London Drugs ,48.46998,-123.36459,250-727-3324,V8X 1J8
Burnside Home Hardware ,48.45017615,-123.3861208,250-382-4663,V9A 1B5
St. Vincent De Paul ,48.44205,-123.4029,250-727-0808,V9A 2Y1
ListenUP! Canada ,48.45663455,-123.3748776,250-388-7234,V8X 1W3
Best Buy Canada ,48.45415,-123.37424,250-419-7670,V8Z 0B9
Radioworks ,48.45064469,-123.3769014,250-475-3400,V8Z 1C8
Island Return-it - Esquimalt ,48.43728918,-123.4001869,250-381-1482,V9A 4R9
Greater Victoria Public Libray ,48.43013,-123.4145267,250-414-7178,V9A 3P1
Pharmasave ,48.42993,-123.40962,250-388-6451,V9A 3N7
Gordon Head Recreation Centre ,48.47754,-123.32966,250-475-7102,V8N 5R3
Island Batteries Inc. ,48.44479,-123.37515,250-385-8658,V8T 2X3
Home Depot ,48.47170999,-123.3326401,250-853-5350,V8N 3E3
Greater Victoria Public Libray ,48.44552,-123.36658,250-475-6100,V8Z 0B9
Canadian Tire ,48.44291552,-123.3694748,250-361-3152,V8T 4N1
Staples Canada/Business Depot ,48.44942,-123.35771,250-383-8178,V8X 3W3
Ellice Recycle Ltd ,48.43785293,-123.3731205,250-386-4342,V8T 2C8
Bay Street Castle Building Centre ,48.43311715,-123.3819888,250-595-8228,V9A 3K5
BSL Business System Lustre ,48.43821644,-123.3713054,250-360-1990,V8T 2C8
Adanac Recovery/The Bottle Depot ,48.43427837,-123.3657733,250-727-7480,V8T 1L9
The Glow Store Inc. ,48.43191143,-123.3668343,250-383-9903,V8T 5G4
City of Victora - Crystal Pool ,48.43367939,-123.3581616,250-361-0717,V8T 4C4
Mountain Equipment Co-Op ,48.42773025,-123.3672393,250-386-2667,V8W 1Z2
Sears (Canada) ,48.44796667,-123.3332467,250-595-9111,V8T 3A8
Ross Bay Home Hardware ,48.41220058,-123.3373875,250-598-7224,V8S 1G1
Pharmasave ,48.42648,-123.31583,250-598-3380,V8R 1G3
Oak Bay Home Hardware ,48.42645,-123.3255531,250-598-1620,V8R 1C8
Best Buy ,48.4151302,-123.3663336,--,V8Z 6E3
Simply Computing Victoria ,48.43214,-123.32244,250-412-6899,V8R 5G5
Pharmasave ,48.4160325,-123.3735525,250-383-7196,V8V 2G7
London Drugs ,48.42566633,-123.3589763,250-360-0880,V8V 3M4
Greater Victoria Public Library ,48.42370898,-123.3645578,250-413-0360,V8W 3H2
The Source ,48.42500651,-123.365265,250-385-1149,V8W 3M9
Fido ,48.42614571,-123.3637029,250-361-9723,V8W 1L6
Canada Scooters ,48.43193677,-123.3526088,250-383-7383,V8T 3P9
City of Victoria Engineering ,48.42809,-123.36522,250-361-0272,V8W 1P6
Oaklands Community Centre ,48.44066316,-123.3389637,250-370-9101,V8R 4B2
Camosun ,48.44609,-123.32179,250-370-3051,V8P 5J2
ListenUP! Canada ,48.44522,-123.3344133,250-592-3469,V8T 2C5
A&P Disposal and Recycling ,48.39458555,-123.7008216,250-642-4456,V9Z 0X6
Sooke Home Hardware ,48.3786176,-123.7196204,250-642-6366,V9Z 0A4
Meade Creek Recycle Drop Off ,48.83354,-124.05152,250-746-2670,V0R 2G0
Tofino Consumers Co-oporative-Hardware ,49.15112,-125.90762,250-725-3436,V0R 2Z0
Staples Canada/Business Depot ,60.72614898,-135.0596188,867-633-2550,Y1A 2S3
Yukon Territorial Goverment ,60.71593495,-135.0822015,867-667-3436,Y1A 4Y9
The Source ,60.73114489,-135.0709661,867-668-3112,Y1A 6T5
Raven Recycling Society ,60.73998,-135.07239,867-667-7269,Y1A 2W6
Canadian Energy & Power ,53.91550981,-122.7320231,250-564-1551,V2L 2Y2
London Drugs ,53.90989,-122.75793,250-561-1870,V2L 3X3
ABC Communications ,53.90544,-122.77015,250-612-5280,V2N 2S9
ListenUp! Canada ,53.91048,-122.7296071,250-564-2593,V2L 3X3
Princess Auto ,53.89965,-122.7827639,250-563-3113,V2N 4C1
PG Recycling  Return-it ,53.88016,-122.77235,250-561-7475,V2N 1N9
Century Hardware Ltd ,51.6517659,-121.2852643,250-395-2216,V0K 2E0
Gold Trail Recycling LTD ,51.65144,-121.31956,250-395-1041,V0K 2E0
Pharmasave ,51.6394003,-121.2961542,250-395-2921,V0K 2E0
Canadian Tire ,52.11734,-122.13212,250-392-3303,V2G 3A6
RONA ,52.13168,-122.14305,250-392-7767,V2G 1S1
The Source ,52.1288949,-122.1435327,250-398-6588,V2G 3W1
Staples Canada/Business Depot ,52.12887102,-122.1454373,250-305-2500,V2G 3W1
Chase Public Library ,50.81892,-119.6903314,250-679-3331,V0E 1M0
Lorne Street Bottle Depot ,50.71279,-120.33686,250-372-3721,V2H 1N6
ListenUp! Canada ,50.6968329,-120.3592851,780-756-2941,V2B 3H9
TNRD Library System ,50.69777797,-120.3619116,250-554-1124,V2B 3H7
The Source ,50.69776,-120.36189,250-554-3494,V2B 3H9
Best Buy ,48.45133027,-122.337787,360-757-3414,98233
The Home Depot ,48.44880783,-122.3373798,360-757-1986,98233
Office Depot Inc. ,48.43587123,-122.3381686,360-416-4979,98273
Lowes ,48.43607512,-122.3431395,360-424-5838,98273
Hardware Sales Inc. ,48.75689796,-122.4649461,360-734-6140,98225
Skagit County Recycling & Transfer Station ,48.45757,-122.4418191,360-424-9532,98273
Lowes ,48.7719153,-122.461129,360-734-2659,98226
The Home Depot ,48.78434224,-122.4813674,360-715-0090,98226
Verizon Wireless ,48.78438,-122.48618,360-527-2703,98226
Best Buy ,48.79638,-122.486,360-715-0008,98226
Ottawa Fastener Supply Ltd,45.31561,-75.84883,613-828-4117,K2H 5Z2
Canadian Tire,45.31561,-75.84883,613-829-9580,K2H 5Z2
The Source,45.30262,-75.876055,613-254-7298,K2M 1C9
Foxy Recycle,45.33615778,-75.79940285,613-726-3699,K2H 7T3
Best Buy Canada,45.26864157,-75.7511393,613-843-5625,K2J 4B1
Home Depot,45.26863235,-75.75116395,613-843-7900,K2J 5M4
Canadian Tire,45.27155,-75.74702,613-823-5278,K2J 4Y6
The Source,45.27028,-75.74192,613-823-1995,K2J 5G5
Staples,45.27069125,-75.7408525,613-825-0457,K2J 5G5
The Source,45.34921,-75.80515,613-820-6194,K2B 8C1
Franklin Empire,45.31697001,-75.89005132,613-596-1144,K2L 4E9
ListenUp! Canada,45.34819648,-75.78634664,613-721-1052,K2C 1E6
The Source,45.34888515,-75.76084458,613-224-1683,K2G 1V7
Home Depot,45.30227417,-75.91424833,613-271-7577,K2T 1C4
RONA,45.33296,-75.72896,613-226-5636,K2G 5X6
Home Depot,45.35292425,-75.75932454,613-723-5900,K2C 0C6
Interstate Batteries of Ont,45.3247075,-75.71596875,613-798-9700,K2E 6V4
Canadian Tire,45.33620709,-75.72502728,613-224-9330,K2G 1E6
Staples,45.30771066,-75.91916275,613-592-3538,K2T 1B7
Canadian Tire,45.30740676,-75.9196712,613-599-5105,K2T 1B7
The Source,45.34561959,-75.73044568,613-224-9648,K2G 4A1
uBreakiFix,45.34896778,-75.73245556,613-422-8243,K2G 5J8
ListenUp! Canada,45.35091,-75.73358,613-727-3132,K2G 4B5
Staples,45.35311,-75.73469,613-226-7989,K2G 3J4
Sears (Canada),45.37053083,-75.77006667,613-729-2561,K2A 1H2
Staples,45.37061,-75.76937,613-729-4585,K2A 1H1
The Source,45.37105857,-75.76883286,613-722-6052,K2A 1H2
Best Buy,45.372818,-75.7679092,--,K2A 1H2
Jean Coutu,45.39552,-75.83552,819-684-0006,J9H 6A6
La Source,45.39552,-75.83552,819-684-1359,J9H 6A6
Mountain Equipment Co-op,45.39150172,-75.75514375,613-729-2700,K2A 0E8
Manotick Home Hardware,45.2240975,-75.68488125,613-692-3591,K4M 1A8
RONA,45.41160652,-75.81877783,819-684-3275,J9J 3M3
Pharmacie Brunet,45.411005,-75.839105,819-684-8222,J9J 1V2
ListenUp! Canada,45.39978273,-75.73205818,613-728-9170,K1Y 0X6
Jean Coutu,45.41993877,-75.8095308,819-682-0670,J9J 1Z4
The Source,45.3573151,-75.6538102,613-733-1891,K1V 1J5
Staples,45.3573151,-75.6538102,613-521-3030,K1V 1J5
Home Depot,45.36334908,-75.6588964,613-739-5300,K1V 7Z8
ListenUp! Canada,45.3539,-75.64844,613-521-0904,K1V 0T7
The Source,45.38677872,-75.67960232,613-737-1079,K1H 8K2
The Source,45.3996469,-75.6837603,613-565-4808,K1S 5J3
La Source,45.43336,-75.78517,819-772-4751,J9A 3G1
Canadian Tire,45.433308,-75.779701,819-684-0660,J9A 0C7
Jean Coutu,45.43501939,-75.78079497,819-771-4515,J9A 0N4
ListenUp! Canada,45.41091222,-75.69289111,613-238-6839,K2P 1Z2
RONA,45.43576105,-75.77787243,819-776-3400,J9A 3G1
Staples,45.41309667,-75.69440333,613-235-2525,K2P 1Y6
Bureau en Gros,45.43606539,-75.77306538,819-770-2332,J9A 3G1
Henrys,45.41581667,-75.69677333,613-232-5368,K2P 1X5
Barrys Home Hardware,45.25691,-75.3704,613-445-2171,K4R 1A1
Township of Russell,45.26725975,-75.30591727,613-443-3066,K0A 1W1
The Source,45.26869,-75.29589,613-443-5642,K0A 1W1
Township of North Dundas,45.10457585,-75.32144236,613-774-5157,K0C 2K0
Staples,45.0301839,-75.6314132,613-258-5900,K0G 1J0
Princess Auto,45.38435471,-75.6101776,613-247-1657,K1G 6L3
Canadian Tire,45.3048483,-75.0842176,613-764-0401,K0A 1M0
The Source,45.30585,-75.08342,613-764-2023,K0A 1M0
Jean Coutu,45.32124,-75.10929,613-764-5455,K0A 1M0
Christie and Walther,44.6217044,-75.7652559,613-342-6005,K6T 1A8
RONA,44.6032662,-75.7139239,613-342-8714,K6V 7H2
The Source,44.60479,-75.69913,613-342-8298,K6V 3G9
Staples,44.6040935,-75.6989553,613-498-2616,K6V 3G9
Home Depot,44.61076222,-75.69004296,613-498-9600,K6V 5T2
ListenUp! Canada,44.59284,-75.68881,613-342-7821,K6V 4V5
Kingston Area Recycling Centre,44.26419265,-76.50957061,613-546-4291,K7K 6Z4
Christie and Walther,44.27428122,-76.56547737,613-634-3636,K7P 2T4
RONA,44.25815593,-76.55184593,613-531-6225,K7M 3G4
Princess Auto,44.26172696,-76.55958191,613-530-3790,K7P 2S5
Staples,44.23259,-76.48327071,613-542-3585,K7K 1A5
Canadian Tire,44.337385,-76.15042393,613-382-3729,K7G 1H4
ListenUp! Canada,44.23099313,-76.485105,613-546-2250,K7L 2N7
Lowes,44.26145678,-76.56880136,613-634-5410,K7P 0G1
Fastenal,44.25836,-76.56869,613-389-3968,K7P 0G3
The Source,44.25643471,-76.56873735,613-389-8201,K7M 7H4
Hock Shop Canada,44.23799,-76.54389,613-766-1577,K7M 4X4
ListenUp! Canada,44.25092782,-76.5710049,613-634-0304,K7P 2N7
Staples,44.24266892,-76.5678109,613-634-2112,K7M 9B8
Home Depot,44.24219174,-76.56778262,613-384-3511,K7M 3X9
United Rentals,44.24165522,-76.57136813,613-389-5211,K7M 4W7
ListenUp! Canada,44.24091,-76.96616,613-354-7000,K7R 3V3
The Source,44.25946694,-76.96964184,613-354-6366,K7R 3L2
Foxboro Fasteners,44.20764839,-77.39541937,613-969-1933,K8N 4Z5
Pharmasave,44.18448778,-77.39446444,613-962-4576,K8P 3C3
Newburgh Pharmacy,44.41552,-76.98359,613-378-2220,K0K 2S0
Lowes,44.19574642,-77.40060976,613-771-2945,K8N 4Z5
Staples,44.18638,-77.4044,613-961-7399,K8P 5L2
RONA,44.13611,-77.58462,613-394-3351,K8V 5W6
The Source,44.104645,-77.55904375,613-394-4253,K8V 5Z9
RONA Campbellford,44.28904611,-77.80927448,705-653-1440,K0L 1L0
RONA,44.29189333,-77.56475333,613-395-3361,K0K 3E0
ListenUp! Canada,43.96331,-78.29078,905-885-0759,L1A 3Y9
RONA,43.90760453,-78.59102296,905-987-4560,L1B 1C2
Home Depot,43.97632837,-78.20012813,905-377-7600,K9A 0A8
The Source,43.97115341,-78.20027488,905-377-9845,K9A 5H7
Staples,43.97172,-78.19779,905-377-0458,K9A 5W4
Staples,43.91057,-78.68024,905-623-1700,L1C 1P2
Home Depot,43.92075591,-78.94891201,905-655-2905,L1R 3K5
Staples,43.91843408,-78.94371866,--,L1R 0H4
Canadian Tire,43.91916931,-78.94819851,905-430-4962,L1R 3K5
Canadian Tire,43.93638152,-78.8589059,905-433-5575,L1K 2B8
Home Depot,43.942966,-78.850946,905-743-5600,L1H 7K5
MOHLTC - EHSB - Oshawa CACC,43.89920828,-78.94275666,905-430-5542,L1N 9G5
The Source,43.94113005,-78.84231055,905-723-3407,L1H 7K5
ListenUp! Canada,43.8889624,-78.9352684,905-668-5440,L1N 7B3
ListenUp! Canada,43.89358392,-78.88120318,905-438-7997,L1J 2K9
Staples,43.88695,-78.87582125,905-434-1947,L1J 2K5
Lowes,43.87915362,-78.88200586,905-436-4940,L1J 0B6
Home Depot,43.86690565,-78.90083136,905-571-5900,L1N 9K6
Princess Auto,43.86564651,-78.90445702,905-665-8581,L1N 9W7
Fastenal,43.85968288,-78.8961066,905-723-3500,L1N 8M2
Home Depot,43.86468018,-79.01049418,905-428-7939,L1Z 1G1
The Source,43.8638147,-79.0254152,905-427-8617,L1Z 1E8
Staples,43.859581,-79.026064,905-686-1422,L1S 7L8
Lowes,43.84796,-79.07391,905-619-7530,L1V 4H7
Staples,43.84316,-79.06844,905-683-4620,L1V 6K5
Canadian Tire,43.84349179,-79.06985545,905-686-2308,L1V 7C7
Canadian Tire,43.90952,-78.71215,905-623-5000,L1C 0K5
Batteries Expert,43.83459918,-79.06991653,905-831-5068,L1W 3S1
Home Depot,43.91096,-78.70816,905-697-5170,L1C 0C3
The Source,43.83814778,-79.08723778,905-839-3568,L1V 1B8
Home Depot,43.82904672,-79.09848341,905-421-2000,L1V 1B5
Staples,44.09409625,-79.13070167,905-862-2614,L9P 1S9
Best Buy,43.80644,-79.13402,--,L1V 1B8
ListenUp! Canada,44.10775067,-79.12294553,905-852-5933,L9P 1V9
ListenUp! Canada,43.8652224,-79.2924453,905-479-6886,L3R 1N1
Best Buy,43.86556571,-79.29135286,--,L3R 4M9
Staples,43.8511025,-79.35225583,905-479-3101,L3R 0J5
Home Depot,43.850865,-79.353385,905-940-5900,L3R 0J6
Princess Auto,43.84976065,-79.35801541,905-944-9696,L3R 4X7
Go Wireless Inc Canada (Parent),43.84101725,-79.3261101,905-940-8750,L3R 9X5
Go Wireless Canada,43.84015377,-79.32843516,905-432-3665,L3R 9X5
Pinnacle Hobby,43.89127297,-79.26589924,905-471-9634,L3P 7R1
Home Depot,43.90374,-79.26985,905-201-5500,L6E 0G5
Home Depot,43.899563,-79.391825,905-787-7200,L4S 1M6
Staples,43.89947,-79.39223,905-770-1600,L4S 0B2
Home Depot,43.8516,-79.25286,905-201-2590,L3S 4K7
ListenUp! Canada,43.85040807,-79.40920544,905-889-2199,L4B 3M6
RONA,43.8146,-79.29221,416-396-3453,M1V 4V3
Lowes,43.8340925,-79.2526589,416-940-4827,M1V 5P7
Home Depot,43.84141598,-79.42289722,905-763-2311,L4B 4K1
Staples Canada/Business Depot,43.84109024,-79.42262234,905-882-6995,L4B 4M6
ListenUp! Canada,43.8003307,-79.3004262,416-494-6901,M1T 3T6
Federal Wireless Communication Inc.,43.8106164,-79.2528031,416-321-6606,M1S 5A5
Canadian Tire,43.95681854,-79.27862479,905-640-5800,L4A 0K2
Staples,43.95829469,-79.27184952,905-642-6800,L4A 0K2
Fastenal,43.80936016,-79.24354527,416-646-1681,M1B 2W4
The Source,43.96496196,-79.27586598,905-642-4776,L4A 1H3
Canadian Tire,43.7899618,-79.2610837,416-298-0000,M1S 3V5
ListenUp! Canada,43.80912818,-79.22142091,416-282-5574,M1B 4Z8
Franklin Empire,43.78557739,-79.25565275,416-299-4443,M1S 3P8
The Source,43.79588029,-79.41951029,416-223-1943,M2M 3X4
Canadian Tire,43.7957925,-79.41948875,416-222-2511,M2M 3X4
Princess Auto,43.78416,-79.25592,647-253-5600,M1S 5K7
Canadian College of Naturopathic Medicine,43.7707414,-79.3658736,416-498-1255,M2K 1E2
Best Buy,43.775466,-79.25395,--,M1P 4P5
The Source,43.80825466,-79.45435211,905-889-0074,L4J 4P8
Best Buy,43.77976,-79.41556,--,M2M 3X4
Home Depot,43.76262,-79.29468,416-609-1800,M1R 4E6
Staples,43.75861,-79.31211,416-444-5237,M1R 4B7
Staples,43.79976,-79.19677,416-208-7728,M1V 1K4
Home Depot,43.80140782,-79.19459588,416-283-3166,M1B 5N6
RONA,43.7644127,-79.3993942,416-225-7726,M2N 3B1
Canadian Tire,43.81358,-79.47625,905-889-7455,L4J 8R9
Best Buy Canada,43.768118,-79.412616,416-642-7980,M2N 6Z4
Kelcom,43.81710205,-79.48360974,905-761-6070,L4K 3N6
ListenUp! Canada,43.78216,-79.207,416-283-1940,M1E 5E9
Staples,43.7984506,-79.4709573,905-669-5096,L4J 7R5
Trion Power Tools Services Inc.,43.81141384,-79.48806967,905-738-5060,L4K 3M7
ListenUp! Canada,43.74416444,-79.34540333,416-441-3251,M3B 2W7
ListenUp! Canada,43.74771,-79.38562833,416-510-2705,M2L 2Y5
ListenUp! Canada,43.7601748,-79.2284333,416-439-7888,M1H 1A9
Home Depot,43.7846456,-79.4809113,416-664-9800,M3J 3A8
ListenUp! Canada,43.7665105,-79.1926905,416-724-9600,M1E 2S2
Canadian Tire,43.79762261,-79.15387304,416-283-7707,M1B 4X3
Best Buy,43.7205099,-79.6000779,--,M9W 6K5
Home Depot,43.70865,-79.565265,416-746-1357,M9W 4J4
Franklin Empire,43.69355,-79.59861,416-248-0176,M9W 5G6
La Source,43.68765,-79.62194,905-672-6301,L5P 1B2
Lakeshore Communications,43.68110833,-79.59161708,416-675-2929,M9W 1A4
ListenUp! Canada,43.7824005,-79.5814143,905-850-8065,L4H 0P6
Vaughan Public Libraries,43.7847275,-79.59346438,905-653-7323,L4L 2S7
Advantech Communication Systems,43.78679566,-79.5535295,905-266-1901,L4L 6A9
Canadian Tire,43.78876681,-79.55065391,905-851-3214,L4L 9C3
Staples,43.7854118,-79.5413764,905-856-6588,L4L 9J8
Home Depot,43.79209759,-79.54388653,905-851-1800,L4L 8T2
Ricoh Canada,43.66121631,-79.6085778,905-795-7926,L4W 5L1
Transcontinental Printing,43.71119045,-79.69043476,905-458-4777,L6T 1C1
Staples Canada,43.66800955,-79.64523715,905-565-2545,L5T 1G6
Staples,43.74221608,-79.69739815,905-791-4522,L6T 5J1
Home Depot,43.74639252,-79.69949492,905-494-2200,L6S 0B8
Lowes,43.79482,-79.53192,905-532-5630,L4K 3Y8
Princess Auto,43.66800752,-79.66478067,905-564-1011,L5T 2Z9
Fastenal,43.7807858,-79.4973294,416-646-1681,M2M 3Y1
Staples Canada,43.65980015,-79.66370847,289-562-2532,L5T 1W8
RONA,43.66053235,-79.51075647,416-232-1460,M8X 1Y6
Staples,43.63927,-79.62362,905-602-5889,L4W 5K1
Home Depot,43.7012625,-79.46415917,416-780-4730,M6B 3X8
Home Depot,43.67934,-79.71553,905-457-1800,L6W 4R8
Home Depot,43.72984234,-79.4540872,416-373-6000,M3K 2C8
ListenUp! Canada,43.74971309,-79.73917034,905-595-2844,L6R 0W3
RONA,43.62546125,-79.60653503,905-602-0795,L4W 1V5
Canadian Tire,43.82972583,-79.53728928,905-417-0125,L4K 5R3
Best Buy,43.62993,-79.55195,--,M9B 3Y8
uBreakiFix,43.626572,-79.56507368,905-232-0365,L4X 1L9
Lowes,43.67655,-79.72394,905-874-5000,L6W 4V2
ListenUp! Canada,43.7019,-79.452005,416-630-5111,M6B 4J3
Canadian Tire,43.6708312,-79.471975,416-766-8141,M6N 5B4
Canadian Tire,43.7166569,-79.4472576,416-787-1203,M6A 1B6
Home Depot,43.6717588,-79.470253,416-766-2800,M6N 5A8
Best Buy Canada,43.6694475,-79.4700725,416-766-1577,M6N 5G8
RONA,43.66924,-79.46998,416-766-9393,M6N 5B7
Staples,43.62303711,-79.56917395,905-279-4392,L4X 2X8
Staples,43.6700824,-79.4664952,416-762-2816,M6N 3E2
ListenUp! Canada,43.83580083,-79.53373639,905-303-2224,M6B 4H8
The Source,43.64385099,-79.69641577,905-673-0140,L5T 2L6
ListenUp! Canada,43.649745,-79.48261938,416-767-7523,M6S 1P5
RONA,43.629895,-79.5173525,416-503-2469,M8Z 4P8
Home Depot,43.61600759,-79.5569162,416-626-9800,M9C 1A7
Home Depot,43.84715193,-79.55414098,905-303-2323,L4H 4E8
Canadian Tire,43.65879,-79.3289,416-778-0102,M4M 1B4
Staples,43.65126,-79.36401,416-368-3331,M5A 1E9
Staples,43.64962615,-79.37807846,416-203-3525,M5C 1S8
Home Depot,43.66861853,-79.33829912,416-462-6270,M4M 3G6
The Source,43.66861853,-79.33829912,416-463-3422,M4M 3G6
Atlas Machinery Supply,43.65046053,-79.38829053,416-598-3553,M5V 1Z4
Mountain Equipment Co-op,43.6459,-79.392955,416-340-2667,M5V 1K2
Staples,43.65320615,-79.38744692,416-598-4818,M5G 2J5
ListenUp! Canada,43.67148,-79.29325667,--,M4E 1E3
ListenUp! Canada,43.66061143,-79.38575286,416-591-9124,M5G 1N8
Ministry of Tourism Culture and Sport,43.6634308,-79.3876749,416-327-1189,M7A 2E1
Program Development & Capacity Office HR Ontario,43.6639487,-79.38894609,416-327-4887,M7A 1N3
Office of the Corporate Chief Information Officer I+IT,43.6639487,-79.38894609,416-212-8242,M7A 1N3
Ministry of Health and Long-Term Care,43.66688385,-79.38827462,416-327-9447,M5S 2B1
Canadian Tire,43.67298303,-79.38789909,416-925-9592,M4W 2H2
Evergreen Brick Works,43.68339733,-79.36500233,416-596-1495,M4W 3X8
MNJCC,43.66603714,-79.40350238,416-924-6211,M5S 2J2
ListenUp! Canada,43.6886695,-79.299492,416-691-3305,M4K 1M8
The Source,43.63605125,-79.42622875,416-516-2225,M6H 4A9
Best Buy,43.63956828,-79.42758379,--,M6A 3A1
Staples,43.67965333,-79.39060667,416-961-4949,M4W 2L8
Staples,43.69088,-79.2898,416-686-4711,M4C 1M9
ListenUP! Canada,43.6877735,-79.3943262,416-925-9223,M4V 1K7
ListenUp! Canada,43.68892313,-79.39446125,416-920-7474,M4T 1Z2
Telus,43.70528,-79.36148,416-422-6422,M4G 3T4
Home Depot,43.7089125,-79.3134525,416-752-5900,M4B 3L8
Home Depot,43.71146,-79.35851,416-467-2300,M4G 4H9
Canadian Tire,43.7123005,-79.3634007,416-422-0303,M4G 4G9
Staples,43.7110257,-79.3772455,416-696-0043,M4P 3A1
The Source,43.711808,-79.3759774,416-489-6974,M4G 2K2
The Source,43.70722882,-79.39847471,416-485-4944,M4P 1E4
Best Buy Canada,43.70966852,-79.39897296,416-489-4726,M4P 2H4
RONA,43.72284,-79.285535,416-751-7556,M1L 4T7
Canadian Tire,43.7255739,-79.2934661,416-615-2666,M1L 2L8
ListenUp! Canada,43.65184625,-79.4730225,416-769-0097,M6S 1M8
Staples,43.7292761,-79.2841259,416-752-1091,M1L 2M6
ListenUp! Canada,43.72304875,-79.2349525,416-265-4427,M1M 1N5
uBreakiFix,43.73423739,-79.41972348,416-483-3773,M5M 4A3
The Source,43.73474308,-79.41982462,416-604-3224,M6N 0A3
Home Depot,43.4537,-79.68677,905-815-5000,L6J 2W7
The Source,43.4622,-79.68899,905-849-4445,L6H 3H6
Town of Oakville,43.46670514,-79.69028739,905-845-6601,L6H 3P1
Post Inn Village - Services for Seniors,43.47979834,-79.71647073,905-825-6000,L6H 7H9
Home Depot,43.40076004,-79.74975479,905-469-7110,L6L 0B1
Home Depot,43.518025,-79.683355,905-829-5900,L6H 5W9
ListenUp! Canada,43.51475,-79.62587393,905-855-7638,L5J 4P1
Staples,43.52236625,-79.68106344,905-829-1960,L6H 6J5
uBreakiFix,43.52765173,-79.65211771,289-327-3442,L5K 0A1
Mississauga Repair Centre,43.53323,-79.67721,905-828-1565,L5L 1R6
